video_id,canal,tema,idioma_estimado,prioridad,comment_id,parent_id,is_reply,author_display_name,text_original,published_at,updated_at,like_count,reply_count,source_platform,downloaded_at
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwrcOlm9ajnyhLbtdp4AaABAg,,0,@luisfiallos1,Vendido.,2026-01-06T13:47:36Z,2026-01-06T13:47:36Z,0,0,youtube,2026-04-05T13:39:47.561068
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgyMmT4HtljaUuuNka54AaABAg,,0,@SoyElCheems,Pemdejos,2026-01-06T06:38:31Z,2026-01-06T06:38:31Z,1,0,youtube,2026-04-05T13:39:47.561073
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgxJ1tmJ6Y7y4w3pEcp4AaABAg,,0,@scarrera08,Que buen timing,2026-01-06T05:06:50Z,2026-01-06T05:06:50Z,1,0,youtube,2026-04-05T13:39:47.561078
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzTycgyIQ6l9fnCKe14AaABAg,,0,@LuisMeza-r5g,"YA LO CONOCIO DONAL TRAMP, EN PERSONA TAMBIEN IGUAL QUE TU, CROMA SABLES 3MIL",2026-01-06T04:58:19Z,2026-01-06T04:58:19Z,0,0,youtube,2026-04-05T13:39:47.561082
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzDs7TNNnaqbxumnAt4AaABAg,,0,@ninjagaiden8825,Le van a glasear la rosca a este wey jajajaja,2026-01-06T04:42:44Z,2026-01-06T04:42:44Z,0,0,youtube,2026-04-05T13:39:47.561086
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgyFW2d4jsQCoznXAjV4AaABAg,,0,@Busta93,Vengo del futuro. Jajajajajaja Diego Ruzzarin fuiste la escort de Maduro jajajaja que bajo eres.,2026-01-06T04:41:55Z,2026-01-06T04:41:55Z,1,0,youtube,2026-04-05T13:39:47.561090
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwqhnAxf12OxYHGmVh4AaABAg,,0,@nolbertog,"??????? Eres tan inteligente como tragarte esos cuentos de que la gente lo abraza y le muestra ""cariño"". Ya estas viejo para tragar cuentos.",2026-01-06T04:40:41Z,2026-01-06T04:40:41Z,1,0,youtube,2026-04-05T13:39:47.561095
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzY4FF21_hogRUECip4AaABAg,,0,@PabloBa3S,Quedaste 🤡,2026-01-06T04:40:11Z,2026-01-06T04:40:11Z,2,0,youtube,2026-04-05T13:39:47.561099
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgyccWTgHqyuHcwuABZ4AaABAg,,0,@MetalPredador,Cayo preso tu marido,2026-01-06T04:30:50Z,2026-01-06T04:30:50Z,1,0,youtube,2026-04-05T13:39:47.561103
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzrwU_h_8hrv_pKXdB4AaABAg,,0,@Tomas-py5xe,"Vistes todo lo que querían que vieras, por eso te invitaron, te utilizaron como un cachorrito, y si no fue así te pagaron con un billete porque eso que viste solo se ve en el chavismo, como se nota que no has vivido en la clase media, vives en esa burbuja osea es como si te presentarán un dibujo con un paisaje bonito pero atrás está el caos",2026-01-06T03:52:18Z,2026-01-06T03:52:18Z,0,0,youtube,2026-04-05T13:39:47.561107
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwljW7rPj_Qs2VhLct4AaABAg,,0,@jesusmanuelvalbuenaportill6059,Cómo se nota que te la das de intelectual y no entiendes un carajo.,2026-01-06T03:08:05Z,2026-01-06T03:08:05Z,6,0,youtube,2026-04-05T13:39:47.561111
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwsRKzA4ublZjB3wzd4AaABAg,,0,@ahuertar,La mmda este Dieguito,2026-01-06T02:54:39Z,2026-01-06T02:54:39Z,1,0,youtube,2026-04-05T13:39:47.561115
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugx6gkl1-Q0Fd9ZYU9R4AaABAg,,0,@spr4019,Gracias por el contrapeso Diego! Mucho bot por aquí me da,2026-01-06T02:52:03Z,2026-01-06T02:52:03Z,0,0,youtube,2026-04-05T13:39:47.561119
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgyfO3VInoLLkKQh-Nt4AaABAg,,0,@julioneca,"Este tarado defendiendo a un dictador, cuánto le pagaron?",2026-01-06T02:42:48Z,2026-01-06T02:42:48Z,1,0,youtube,2026-04-05T13:39:47.561123
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugxn32nhD-LV4wuouCB4AaABAg,,0,@velizgab,"Funcionaron las billonadas de propaganda que le meten los gringos al odio hacia Maduro y los comentarios lo evidencian. Valiente Diego, el tiempo va dando la razón. Abrazo y abajo el imperialismo.",2026-01-06T01:13:31Z,2026-01-06T01:13:31Z,1,1,youtube,2026-04-05T13:39:47.561127
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugxn32nhD-LV4wuouCB4AaABAg.ARc7pMkv9k1ARcQkh6fQHK,Ugxn32nhD-LV4wuouCB4AaABAg,1,@AzaelJVR-or1xx,Ajajaj,2026-01-06T03:58:54Z,2026-01-06T03:58:54Z,2,0,youtube,2026-04-05T13:39:47.561135
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzSjTcIjXNaQBJDOhJ4AaABAg,,0,@juanGBS,"Hola, solo vine a burlarme del lameculos de Maduro (Ruzzurdín) pocos días después de que los gringos capturaran al dictador 😂",2026-01-05T23:58:41Z,2026-01-05T23:58:41Z,8,0,youtube,2026-04-05T13:39:47.561140
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugx-intwlw_iXvd2Pzp4AaABAg,,0,@sergioojeda3956,Dónde está tu entrevista con el dictador?,2026-01-05T23:56:14Z,2026-01-05T23:56:14Z,6,0,youtube,2026-04-05T13:39:47.561145
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugx3MuzzP1ruZ8cb3TR4AaABAg,,0,@YVL555,Brasileño pocos huevos,2026-01-05T23:52:50Z,2026-01-05T23:52:50Z,5,0,youtube,2026-04-05T13:39:47.561150
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwcHykq70wSINZ-fTR4AaABAg,,0,@saleedymoreno1703,Visitarás a tu compa en USA🇺🇸 !!!,2026-01-05T23:13:23Z,2026-01-05T23:13:23Z,6,1,youtube,2026-04-05T13:39:47.561154
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwcHykq70wSINZ-fTR4AaABAg.ARbv4WjxxsTARcQo7TvVUK,UgwcHykq70wSINZ-fTR4AaABAg,1,@AzaelJVR-or1xx,Si le gusta ir a los casinos.,2026-01-06T03:59:22Z,2026-01-06T03:59:22Z,1,0,youtube,2026-04-05T13:39:47.561159
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugz2WDM83ii_jkrYmEt4AaABAg,,0,@Baculaquexxx,"Deberías de tener huevos para desbloquear a Dross, pinche ridículo pocos huevos",2026-01-05T23:03:49Z,2026-01-05T23:03:49Z,6,0,youtube,2026-04-05T13:39:47.561162
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgxNDH0dx34kjI7PLCF4AaABAg,,0,@ESTILOBIKE,"Diego, por que crees lo que crees?, humildemente tienen que aceptar que está equivocado, esto evitará que siga haciendo el ridículo",2026-01-05T22:25:07Z,2026-01-05T22:25:07Z,3,0,youtube,2026-04-05T13:39:47.561167
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugy9L6s7WVbwB4QQV3J4AaABAg,,0,@ipomoeatlitliltzin7397,"Excelente!!
 puras vistas le estan dando al buen Diego; el feliz con su hate. Yo acá sigo viendo desde lejitos como sube  cada dia  su popularidad 😁 bien Diego Ruzzarin, haz tenido razón en todo!",2026-01-05T22:19:20Z,2026-01-05T22:19:20Z,0,0,youtube,2026-04-05T13:39:47.561171
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgydpdRrugTl1MjiZXd4AaABAg,,0,@vhugomp23,"Tienes razón, al norcoreano le escupen en la calle",2026-01-05T21:39:10Z,2026-01-05T21:39:10Z,0,0,youtube,2026-04-05T13:39:47.561175
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugzow40-UZ31K2hYC9h4AaABAg,,0,@mariosanchez6879,Falto este por borrar,2026-01-05T21:29:56Z,2026-01-05T21:29:56Z,4,0,youtube,2026-04-05T13:39:47.561180
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugyct-FWD9u0ri0p7mR4AaABAg,,0,@kingdeedee9237,Y este video ha empeorado kek,2026-01-05T21:23:53Z,2026-01-05T21:23:53Z,1,0,youtube,2026-04-05T13:39:47.561184
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugy6QUf48shdUEpwlk94AaABAg,,0,@ZetsubouOutlow,Videos que van a seguir envejeciendo muy mal :,2026-01-05T21:15:04Z,2026-01-05T21:15:04Z,2,0,youtube,2026-04-05T13:39:47.561188
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugy02uPOKDrYB-6M_sd4AaABAg,,0,@lanebulosageek4409,Ya agarraron al terrorista,2026-01-05T20:54:28Z,2026-01-05T20:54:28Z,2,0,youtube,2026-04-05T13:39:47.561192
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugxqg-WN-QxpyZzVRMp4AaABAg,,0,@fideldely5988,"so, no lo borró",2026-01-05T20:13:39Z,2026-01-05T20:13:39Z,2,0,youtube,2026-04-05T13:39:47.561196
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwYYDcRSHBUHQXpjEp4AaABAg,,0,@saulhernandez2028,Ruzzarin es lo mas cagante y pendejo que hay en todo internet,2026-01-05T20:11:30Z,2026-01-05T20:11:30Z,4,0,youtube,2026-04-05T13:39:47.561200
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugw2jbHdTwiJPaYR7sx4AaABAg,,0,@angelvazquez9644,Dictador escondido,2026-01-05T20:10:30Z,2026-01-05T20:10:30Z,2,0,youtube,2026-04-05T13:39:47.561204
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugz-UmKwbeBFeVfMdhB4AaABAg,,0,@alannungaraydev,Te video  falta este de borrar,2026-01-05T20:10:04Z,2026-01-05T20:10:04Z,2,0,youtube,2026-04-05T13:39:47.561208
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzdWpd2A3YxvvIdZEZ4AaABAg,,0,@insanedb,Y tus videos con el donde están?,2026-01-05T19:57:26Z,2026-01-05T19:57:26Z,4,0,youtube,2026-04-05T13:39:47.561213
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugxen94PMywQKnMzxDx4AaABAg,,0,@lordofmadness1,dejé mi yogurt abierto afuera del refri por 2 semanas y envejeció mucho mejor que este video.,2026-01-05T19:43:04Z,2026-01-05T19:43:04Z,5,0,youtube,2026-04-05T13:39:47.561217
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgxFLaqjT_gzL3KjTpp4AaABAg,,0,@eveciencia,Y ahora dicen que Ruzzarin borro los vídeos y la chingada pinche derecha y CIA toda meca,2026-01-05T19:30:20Z,2026-01-05T19:30:20Z,2,0,youtube,2026-04-05T13:39:47.561221
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgyVj0__5n4q5hzV2JN4AaABAg,,0,@jhonjimenez4642,"Bloqueo a Dross jajajaj, estos comunistas son tan estúpidos. 😅",2026-01-05T19:25:23Z,2026-01-05T19:25:42Z,5,0,youtube,2026-04-05T13:39:47.561225
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzsjmYvlqqGfbKHvZN4AaABAg,,0,@jossse10,"Pinche cantinflas chairo-rebuscado, estás bien pendejo.",2026-01-05T19:23:20Z,2026-01-05T19:23:20Z,3,0,youtube,2026-04-05T13:39:47.561229
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugx6mJUrhXrhbAWETcV4AaABAg,,0,@Chalacotinto,Debes estar llorando,2026-01-05T19:16:20Z,2026-01-05T19:16:20Z,4,0,youtube,2026-04-05T13:39:47.561235
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwVBWgk27jJ--YqqIx4AaABAg,,0,@PEPEVICHE87,Uy! Se quedó sin camello! 🤣,2026-01-05T18:52:35Z,2026-01-05T18:52:35Z,5,0,youtube,2026-04-05T13:39:47.561239
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgxfDOvWPZ42zTgvFhB4AaABAg,,0,@elizar2798,"Otra ves este surdo defendiendo a sus favoritos, pero y ahora que se le llevaron a su financista maduro que va hacer 😂 a quien más le va a besar los pies para que le de algo de dinero.",2026-01-05T18:50:38Z,2026-01-05T18:50:38Z,2,0,youtube,2026-04-05T13:39:47.561243
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgwvU_PmNiEDHc4N2tx4AaABAg,,0,@YonniMorales-g6u,Y ahora se podrá disimular la realidad también que ya maduro aya sido atrapado??,2026-01-05T18:48:45Z,2026-01-05T18:48:45Z,2,0,youtube,2026-04-05T13:39:47.561247
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,Ugw25B1WAl1IVV3TyoN4AaABAg,,0,@hugoperezortiz4433,Payaso,2026-01-05T18:37:36Z,2026-01-05T18:37:36Z,2,0,youtube,2026-04-05T13:39:47.561251
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgySohXk6ZqkfZ3Iib14AaABAg,,0,@silhernandezh,"Al siguiente que le quitan la VISA será a ti, Ruzzarin",2026-01-05T18:29:23Z,2026-01-05T18:29:23Z,4,0,youtube,2026-04-05T13:39:47.561255
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgyprB1Rwxzmx9qiJ6F4AaABAg,,0,@codigo.olfativo,"Aquí la opinión de una venezolana, que ha vivido el gobierno que tanto defiendes. Por qué si, es muy bonito blanquear las dictaduras desde tu casa en Mèxico, con todas las comodidades, publicando mierdas desde X con tu iPhone en mano 😅 

https://youtu.be/sni7_gDfKg8?si=ZRkeSHlJFZtQlCKz",2026-01-05T18:13:57Z,2026-01-05T18:13:57Z,1,0,youtube,2026-04-05T13:39:47.561260
2I6B6QSY7AA,Diego Ruzzarin,Conocí al dictador más raro del mundo.,es,Baja,UgzL9oDauHU5-zuB33l4AaABAg,,0,@sergiovd7919,"Para todos criticando a Diego de que el vídeo “envejeció mal”: él siempre da su opinión para que la gente reflexione. En ningún momento ha dicho que “posee la verdad”. Siempre es importante analizar todos los puntos de vista.
Dicho esto, Diego, sí que pienso que a veces pecas de querer ir demasiado en contra de lo que dice la mayoría o lo que “defiende el capitalismo”. Es decir, SIEMPRE vas en contra en vez de recapacitar y pensar que quizás “el otro lado tiene razón”. Hay veces que la mayoría sí que está en la verdad. Te dejo esto para que lo reflexiones.

Además, viendo el podcast, se nota que te aburres hablando con él porque no está a tu altura intelectual. Pero aguantas porque tienes interés en anunciarte en contra del capitalismo. No le corriges cuando se equivoca o dice tonterías….",2026-01-05T17:51:11Z,2026-01-05T19:23:41Z,0,0,youtube,2026-04-05T13:39:47.561264
